medicamentosap,textobrevemedicamento,med_std,esencial,esencial_item,esencial_desc
5004997,"PROVISION DE BUJE DE ARRANQUE","PROVISION DE BUJE DE ARRANQUE","No esencial","",""
5004998,"PROVISION DE AUTOMATICO DE ARRANQUE","PROVISION DE AUTOMATICO DE ARRANQUE","No esencial","",""
5004999,"PROVISION DE REGULADOR DE VOLTAJE","PROVISION DE REGULADOR DE VOLTAJE","No esencial","",""
5005000,"REPARACION DE FUSILERA","REPARACION DE FUSILERA","No esencial","",""
5005001,"REPARACION DE TABLERO DE INSTRUMENTOS","REPARACION DE TABLERO DE INSTRUMENTOS","No esencial","",""
5005002,"PROVISION DE PLACA DE IODOS","PROVISION DE PLACA DE IODOS","No esencial","",""
5005003,"PROVISION DE RULEMAN  ALTERNADOR","PROVISION DE RULEMAN  ALTERNADOR","No esencial","",""
5005004,"PROVISION DE POLEA ALTERNADOR","PROVISION DE POLEA ALTERNADOR","No esencial","",""
5005005,"REPARACION DE ALTERNADOR","REPARACION DE ALTERNADOR","No esencial","",""
5005006,"PROVISION DE BRAZO LIMPIA PARABRISAS","PROVISION DE BRAZO LIMPIA PARABRISAS","No esencial","",""
5005007,"PROVISION DE ESCOBILLA LIMPIA PARABRISAS","PROVISION DE ESCOBILLA LIMPIA PARABRISAS","No esencial","",""
5005008,"PROVIS/REPARACION MOTOR LIMPIA/PARABRIS","PROVIS/REPARACION MOTOR LIMPIA/PARABRIS","No esencial","",""
5005009,"PROVIS/REPARAC SIST LEVANTA VIDRIO ELECT","PROVIS/REPARAC SIST LEVANTA VIDRIO ELECT","No esencial","",""
5005010,"MOTOR DE ARRANQUE","MOTOR DE ARRANQUE","No esencial","",""
5005011,"ALTERNADOR","ALTERNADOR","No esencial","",""
5005012,"MANTENIMIENTO Y REPARACION DEL COMPRESOR","MANTENIMIENTO Y REPARACION DEL COMPRESOR","No esencial","",""
5005013,"PROVISION Y CAMBIO DE EVAPORADOR.","PROVISION Y CAMBIO DE EVAPORADOR.","No esencial","",""
5005014,"PROVISION Y CAMBIO DE FILTRO HABITACULO","PROVISION Y CAMBIO DE FILTRO HABITACULO","No esencial","",""
5005015,"PROVISION Y CAMBIO DE VALVULA EXPANSORA.","PROVISION Y CAMBIO DE VALVULA EXPANSORA.","No esencial","",""
5005016,"PROVIS/CAMB MANGUERA AIRE ACONDICIONADO","PROVIS/CAMB MANGUERA AIRE ACONDICIONADO","No esencial","",""
5005017,"PROVIS/CAMBIO DE RULEMAN DE COMPRESOR","PROVIS/CAMBIO DE RULEMAN DE COMPRESOR","No esencial","",""
5005018,"PROVISION Y CAMBIO DE RETEN DE COMPRESOR","PROVISION Y CAMBIO DE RETEN DE COMPRESOR","No esencial","",""
5005019,"REPARACION SISTEMA AIRE DE CARROCERIA","REPARACION SISTEMA AIRE DE CARROCERIA","No esencial","",""
5005020,"CARGA DE GAS.","CARGA DE GAS.","No esencial","",""
5005021,"PROVIS/CAMB ELECTRO/VENT AIRE ACOND","PROVIS/CAMB ELECTRO/VENT AIRE ACOND","No esencial","",""
5005022,"PROVIS/REPARACION SISTEMA AIRE Y CALEFAC","PROVIS/REPARACION SISTEMA AIRE Y CALEFAC","No esencial","",""
5005023,"SERV. DESINFECCION DE SERV. DE SALUD","SERV. DESINFECCION DE SERV. DE SALUD","No esencial","",""
10000000,"ABCIXIMAB 2MG/ML INY","ABCIXIMAB 2MG/ML INY","No esencial","",""
10000001,"ACENOCUMAROL 4MG COM","ACENOCUMAROL 4MG COM","No esencial","",""
10000002,"ACETATO DE ABIRATERONA 250MG COM","ACETATO DE ABIRATERONA 250MG COM","No esencial","",""
10000003,"ACETAZOLAMIDA 250MG COM","ACETAZOLAMIDA 250MG COM","No esencial","",""
10000004,"ACICLOVIR 250MG INY","ACICLOVIR 250MG INY","No esencial","",""
10000005,"ACICLOVIR 400MG/5ML SUSP ORAL","ACICLOVIR 400MG/5ML SUSP ORAL","No esencial","",""
10000006,"ACICLOVIR 800MG COM","ACICLOVIR 800MG COM","No esencial","",""
10000007,"AC. ACETIL SALICILICO 100-125MG COM/MCAP","AC. ACETIL SALICILICO 100-125MG COM/MCAP","No esencial","",""
10000008,"ACIDO FOLICO 10MG COM","ACIDO FOLICO 10MG COM","No esencial","",""
10000009,"ACIDO FOLICO 5MG/ML GOT ORAL","ACIDO FOLICO 5MG/ML GOT ORAL","No esencial","",""
10000010,"ACIDO FUSIDICO 2 G/100 G CREM DER","ACIDO FUSIDICO 2 G/100 G CREM DER","No esencial","",""
10000011,"ACIDO LACTICO 190MG OVU","ACIDO LACTICO 190MG OVU","No esencial","",""
10000012,"ACIDO TRANSRETINOICO 10MG CAP","ACIDO TRANSRETINOICO 10MG CAP","No esencial","",""
10000013,"ACIDO ZOLEDRONICO 4MG INY","ACIDO ZOLEDRONICO 4MG INY","No esencial","",""
10000014,"ACIDO ZOLEDRONICO 5MG INY","ACIDO ZOLEDRONICO 5MG INY","No esencial","",""
10000015,"ACT TISULAR PLASMINOGENO 50MG INY","ACT TISULAR PLASMINOGENO 50MG INY","No esencial","",""
10000016,"ADALIMUMAB 40MG INY","ADALIMUMAB 40MG INY","No esencial","",""
10000017,"ADENOSINA 6MG/2ML INY","ADENOSINA 6MG/2ML INY","No esencial","",""
10000018,"ADRENALINA 1MG INY","ADRENALINA 1MG INY","Esencial","adrenalina","Adrenalina"
10000019,"ALBENDAZOL 400MG SUSP","ALBENDAZOL 400MG SUSP","No esencial","",""
10000020,"ALBUMINA HUMANA 20% INY","ALBUMINA HUMANA 20% INY","No esencial","",""
10000021,"ALENDRONATO 70MG CAP/COM","ALENDRONATO 70MG CAP/COM","No esencial","",""
10000022,"ALFA DORNASA 2,5MG/2,5ML AMP","ALFA DORNASA 2,5MG/2,5ML AMP","No esencial","",""
10000023,"ALFACALCIDOL (VIT. D3) 0,25MCG CAP/COM","ALFACALCIDOL (VIT. D3) 0,25MCG CAP/COM","No esencial","",""
10000024,"ALFAMETIL DOPA 500MG COM","ALFAMETIL DOPA 500MG COM","No esencial","",""
10000025,"ALFENTANILO 0,5MG/ML INY","ALFENTANILO 0,5MG/ML INY","No esencial","",""
10000026,"ALLOPURINOL 300MG COM","ALLOPURINOL 300MG COM","No esencial","",""
10000027,"ALPRAZOLAN 0,5MG COM","ALPRAZOLAN 0,5MG COM","No esencial","",""
10000028,"AMANTADINA 100MG COM","AMANTADINA 100MG COM","No esencial","",""
10000029,"AMIKACINA 500MG INY","AMIKACINA 500MG INY","No esencial","",""
10000030,"AA ESENC Y NO ESENC 90% (+) POL P/REC","AA ESENC Y NO ESENC 90% (+) POL P/REC","No esencial","",""
10000031,"AMINOFILINA 250MG INY","AMINOFILINA 250MG INY","No esencial","",""
10000032,"AMIODARONA 200MG COM","AMIODARONA 200MG COM","No esencial","",""
10000033,"AMIODARONA 150MG INY","AMIODARONA 150MG INY","No esencial","",""
10000034,"AMITRIPTILINA 25MG COM","AMITRIPTILINA 25MG COM","No esencial","",""
10000035,"AMLODIPINA 10MG COM","AMLODIPINA 10MG COM","No esencial","",""
10000036,"AMOXICILINA 500MG/5ML POL P/REC","AMOXICILINA 500MG/5ML POL P/REC","Esencial","amoxicilina","Amoxicilina"
10000037,"AMOXICILINA 500MG CAP/COM","AMOXICILINA 500MG CAP/COM","Esencial","amoxicilina","Amoxicilina"
10000038,"AMOXICILINA+SULBACTAM 1000MG+500MG INY","AMOXICILINA+SULBACTAM 1000MG+500MG INY","Esencial","amoxicilina","Amoxicilina"
10000039,"AMOXI+SULBAC 1000+125 A 250MG (5 ML) POL","AMOXI+SULBAC 1000+125 A 250MG (5 ML) POL","No esencial","",""
10000040,"AMOXICILINA + SULBACTAM 875MG+125MG COM","AMOXICILINA + SULBACTAM 875MG+125MG COM","Esencial","amoxicilina","Amoxicilina"
10000041,"AMPICILINA 1G INY","AMPICILINA 1G INY","No esencial","",""
10000042,"ANFOTERICINA B 50MG INY","ANFOTERICINA B 50MG INY","No esencial","",""
10000043,"ANFOTERICINA B LIPOSOMAL 50MG INY","ANFOTERICINA B LIPOSOMAL 50MG INY","No esencial","",""
10000044,"ANTAZOLINA+TETRAZOLINA 0,5%+0,4% COL","ANTAZOLINA+TETRAZOLINA 0,5%+0,4% COL","No esencial","",""
10000045,"ANTIANEMICO RECONST. VITAMINICO JBE","ANTIANEMICO RECONST. VITAMINICO JBE","No esencial","",""
10000046,"ANTIGRIPAL (FORMULA MÍNIMA) COM","ANTIGRIPAL (FORMULA MINIMA) COM","No esencial","",""
10000047,"ANTIHEMORROIDAL CON CORTISONA CRM/POM","ANTIHEMORROIDAL CON CORTISONA CRM/POM","No esencial","",""
10000048,"ASPARAGINASA 10000UI INY","ASPARAGINASA 10000UI INY","No esencial","",""
10000049,"ATENOLOL 100MG COM","ATENOLOL 100MG COM","No esencial","",""
10000050,"ATORVASTATINA 40MG COM","ATORVASTATINA 40MG COM","No esencial","",""
10000051,"ATRACURIO 10MG/ML INY","ATRACURIO 10MG/ML INY","No esencial","",""
10000052,"ATROPINA 1MG INY","ATROPINA 1MG INY","Esencial","atropina","Atropina"
10000053,"AZITROMICINA 500MG COM","AZITROMICINA 500MG COM","No esencial","",""
10000054,"AZATIOPRINA 50MG COM","AZATIOPRINA 50MG COM","No esencial","",""
10000055,"BASILIXIMAB 20MG INY","BASILIXIMAB 20MG INY","No esencial","",""
10000056,"BENDAMUSTINA 100MG INY","BENDAMUSTINA 100MG INY","No esencial","",""
10000057,"BETAHISTINA 24MG COM","BETAHISTINA 24MG COM","No esencial","",""
10000058,"BETAMETASONA 0,50MG/ML GOT ORAL","BETAMETASONA 0,50MG/ML GOT ORAL","No esencial","",""
10000059,"BETAMETASONA 0,1 % CREM","BETAMETASONA 0,1 % CREM","No esencial","",""
10000060,"BEVACIZUMAB 100MG INY","BEVACIZUMAB 100MG INY","No esencial","",""
10000061,"BEVACIZUMAB 400MG INY","BEVACIZUMAB 400MG INY","No esencial","",""
10000062,"BICALUTAMIDA 50MG COM","BICALUTAMIDA 50MG COM","No esencial","",""
10000063,"BIPERIDENO CLORHIDRATO 2MG COM","BIPERIDENO CLORHIDRATO 2MG COM","No esencial","",""
10000064,"BISACODILO 5MG COM/GRA","BISACODILO 5MG COM/GRA","No esencial","",""
10000065,"BLEOMICINA 15MG INY","BLEOMICINA 15MG INY","No esencial","",""
10000066,"BORTEZOMIB 3,5MG INY","BORTEZOMIB 3,5MG INY","No esencial","",""
10000067,"BRIMONIDINA 0,02 COL","BRIMONIDINA 0,02 COL","No esencial","",""
10000068,"IPATROPIO+FENOTEROL 0.020+0.050 MG AER","IPATROPIO+FENOTEROL 0.020+0.050 MG AER","No esencial","",""
10000069,"BUPIVACAINA C/ EPINEFRINA 0,005 MG INY","BUPIVACAINA C/ EPINEFRINA 0,005 MG INY","Esencial","adrenalina","Adrenalina"
10000070,"BUPIVACAINA HIPERBARICA 0,005 MG INY","BUPIVACAINA HIPERBARICA 0,005 MG INY","No esencial","",""
10000071,"BUPIVACAINA S/ EPINEFRINA 0,0075 MG INY","BUPIVACAINA S/ EPINEFRINA 0,0075 MG INY","Esencial","adrenalina","Adrenalina"
10000072,"BUPIVACAINA SIN EPINEFRINA","BUPIVACAINA SIN EPINEFRINA","Esencial","adrenalina","Adrenalina"
10000073,"BUTIL BROMURO DE HIOSCINA 20MG INY","BUTIL BROMURO DE HIOSCINA 20MG INY","No esencial","",""
10000074,"BUSULFAN 60MG INY","BUSULFAN 60MG INY","No esencial","",""
10000075,"CABERGOLINA 0,5MG COM","CABERGOLINA 0,5MG COM","No esencial","",""
10000076,"CALCIO CO3 + VITD3 500MG+400 UI COM","CALCIO CO3 + VITD3 500MG+400 UI COM","No esencial","",""
10000077,"CAPECITABINA 500MG COM","CAPECITABINA 500MG COM","No esencial","",""
10000078,"CARBAMAZEPINA 200MG COM","CARBAMAZEPINA 200MG COM","No esencial","",""
10000079,"CARBAMAZEPINA 20MG/ML JBE SUSP","CARBAMAZEPINA 20MG/ML JBE SUSP","No esencial","",""
10000080,"CARBOPLATINO 50MG INY","CARBOPLATINO 50MG INY","No esencial","",""
10000081,"CARBOPLATINO 450MG INY","CARBOPLATINO 450MG INY","No esencial","",""
10000082,"CARMUSTINA(BCNU) 100MG INY","CARMUSTINA(BCNU) 100MG INY","No esencial","",""
10000083,"CARTICAINA+ADRENALINA(4%+1:100000)INY","CARTICAINA+ADRENALINA(4%+1:100000)INY","Esencial","adrenalina","Adrenalina"
10000084,"CARVEDILOL 12,5MG COM","CARVEDILOL 12,5MG COM","No esencial","",""
10000085,"CEFALEXINA 500MG/5ML POL P/REC","CEFALEXINA 500MG/5ML POL P/REC","No esencial","",""
10000086,"CEFALEXINA 500MG CAP","CEFALEXINA 500MG CAP","No esencial","",""
10000087,"CEFAZOLINA 1G INY","CEFAZOLINA 1G INY","No esencial","",""
10000088,"CEFIXIMA 100MG/5ML SUSP ORAL","CEFIXIMA 100MG/5ML SUSP ORAL","No esencial","",""
10000089,"CEFIXIMA 400MG COM","CEFIXIMA 400MG COM","No esencial","",""
10000090,"CEFOPERAZONA + SULBACTAM 1G+1G INY","CEFOPERAZONA + SULBACTAM 1G+1G INY","No esencial","",""
10000091,"CEFOTAXIMA 1G INY","CEFOTAXIMA 1G INY","No esencial","",""
10000092,"CEFTAZIDIMA 1G INY","CEFTAZIDIMA 1G INY","No esencial","",""
10000093,"CEFTRIAXONA 1G INY","CEFTRIAXONA 1G INY","Esencial","ceftriaxona","Ceftriaxona"
10000094,"CETIRIZINA 10MG COM","CETIRIZINA 10MG COM","No esencial","",""
10000095,"CICLOFOSFAMIDA 1G INY","CICLOFOSFAMIDA 1G INY","No esencial","",""
10000096,"CICLOSPORINA A 100MG CAP","CICLOSPORINA A 100MG CAP","No esencial","",""
10000097,"CICLOSPORINA A 100MG/ML SOL","CICLOSPORINA A 100MG/ML SOL","No esencial","",""
10000098,"CINITAPRIDE 1MG COM","CINITAPRIDE 1MG COM","No esencial","",""
10000099,"CIPROFIBRATO 100MG CAP/COM","CIPROFIBRATO 100MG CAP/COM","No esencial","",""
10000100,"CIPROFLOXACINA 500MG COM","CIPROFLOXACINA 500MG COM","No esencial","",""
10000101,"CIPROFLOXACINA 3MG/ML GOT OTIC","CIPROFLOXACINA 3MG/ML GOT OTIC","No esencial","",""
10000102,"CIPROFLOXACINA 3MG/ML COL","CIPROFLOXACINA 3MG/ML COL","No esencial","",""
10000103,"CIPROFLOXACINA 200MG INY","CIPROFLOXACINA 200MG INY","No esencial","",""
10000104,"CIPROTERONA+ETINILESTRAD 2MG+0,035MG COM","CIPROTERONA+ETINILESTRAD 2MG+0,035MG COM","No esencial","",""
10000105,"CISPLATINO 50MG INY","CISPLATINO 50MG INY","No esencial","",""
10000106,"CISATRACURIO 2MG/ML  INY","CISATRACURIO 2MG/ML  INY","No esencial","",""
10000107,"CITARABINA 100MG INY","CITARABINA 100MG INY","No esencial","",""
10000108,"CITICOLINA 1G SOL ORAL SCH","CITICOLINA 1G SOL ORAL SCH","No esencial","",""
10000109,"CITICOLINA 1G INY","CITICOLINA 1G INY","No esencial","",""
10000110,"CITIDIN 5 + URIDIN 5 (10MG+6 MG) INY","CITIDIN 5 + URIDIN 5 (10MG+6 MG) INY","No esencial","",""
10000111,"CITIDIN 5 + URIDIN 5 (5MG+3 MG) CAP","CITIDIN 5 + URIDIN 5 (5MG+3 MG) CAP","No esencial","",""
10000112,"CITRATO DE POTASIO 1080MG(10MEQ) COM","CITRATO DE POTASIO 1080MG(10MEQ) COM","No esencial","",""
10000113,"CLARITROMICINA 500MG COM","CLARITROMICINA 500MG COM","No esencial","",""
10000114,"CLARITROMICINA 250MG/5ML POL P/REC","CLARITROMICINA 250MG/5ML POL P/REC","No esencial","",""
10000115,"CLINDAMICINA 600MG INY","CLINDAMICINA 600MG INY","No esencial","",""
10000116,"CLOBETAZOL PROPIO 0,05% UNG/CREM/POM","CLOBETAZOL PROPIO 0,05% UNG/CREM/POM","No esencial","",""
10000117,"CLONAZEPAN 2,5MG/ML SOL","CLONAZEPAN 2,5MG/ML SOL","No esencial","",""
10000118,"CLONAZEPAN 2MG COM","CLONAZEPAN 2MG COM","No esencial","",""
10000119,"CLOPIDOGREL 75MG COM","CLOPIDOGREL 75MG COM","No esencial","",""
10000120,"CLORFENIRAMINA 2,5MG/5ML JBE","CLORFENIRAMINA 2,5MG/5ML JBE","No esencial","",""
10000121,"CLORFENIRAMINA 4MG COM","CLORFENIRAMINA 4MG COM","No esencial","",""
10000122,"CLORFENIRAMINA 10MG INY","CLORFENIRAMINA 10MG INY","No esencial","",""
10000123,"CLORHEXIDINA 0,1-0,5% SOL ORAL","CLORHEXIDINA 0,1-0,5% SOL ORAL","No esencial","",""
10000124,"COLAGENASA+CLORANFENICOL 0,6UI+10MG POM","COLAGENASA+CLORANFENICOL 0,6UI+10MG POM","No esencial","",""
10000125,"COLISTINA 100MG INY","COLISTINA 100MG INY","No esencial","",""
10000126,"COMPLEJO B (B1 + B6 + B12) CAP/COM","COMPLEJO B (B1 + B6 + B12) CAP/COM","No esencial","",""
10000127,"COMP PROTROMBINICO HUMANO INY","COMP PROTROMBINICO HUMANO INY","No esencial","",""
10000128,"DABIGATRAN ETEXILATO 110MG CAP","DABIGATRAN ETEXILATO 110MG CAP","No esencial","",""
10000129,"DACARBAZINA (DTIC) 100MG INY","DACARBAZINA (DTIC) 100MG INY","No esencial","",""
10000130,"DESMOPRESINA 10MCG/DOSIS AER NASAL","DESMOPRESINA 10MCG/DOSIS AER NASAL","No esencial","",""
10000131,"DEXAMETASONA 4MG/ML INY","DEXAMETASONA 4MG/ML INY","No esencial","",""
10000132,"DEXAMETASONA 8MG COM","DEXAMETASONA 8MG COM","No esencial","",""
10000133,"DEXAMETASONA FOSFAT+PIVALAT 4MG+16MG INY","DEXAMETASONA FOSFAT+PIVALAT 4MG+16MG INY","No esencial","",""
10000134,"DEXAMETASONA FOSFAT SODICO 0,001 COL","DEXAMETASONA FOSFAT SODICO 0,001 COL","No esencial","",""
10000135,"DEXMEDETOMIDINA 200MCG INY","DEXMEDETOMIDINA 200MCG INY","No esencial","",""
10000136,"DEXTROMETORFANO 15-30MG/ML GOT","DEXTROMETORFANO 15-30MG/ML GOT","No esencial","",""
10000137,"DIAZEPAN 10MG/2ML INY","DIAZEPAN 10MG/2ML INY","No esencial","",""
10000138,"DICLOFENAC 50MG COM","DICLOFENAC 50MG COM","Esencial","diclofenac","Diclofenac"
10000139,"DICLOFENAC 75MG INY","DICLOFENAC 75MG INY","Esencial","diclofenac","Diclofenac"
10000140,"DICLOFENAC SODICO 0,10% COL","DICLOFENAC SODICO 0,10% COL","Esencial","diclofenac","Diclofenac"
10000141,"DIFENIL HIDANTOINATO SOD 100MG CAP/COM","DIFENIL HIDANTOINATO SOD 100MG CAP/COM","No esencial","",""
10000142,"DIFENIL HIDANTOINATO SOD 100MG/5ML JBE","DIFENIL HIDANTOINATO SOD 100MG/5ML JBE","No esencial","",""
10000143,"DIFENIL HIDANTOINATO SODICO 50MG/ML INY","DIFENIL HIDANTOINATO SODICO 50MG/ML INY","No esencial","",""
10000144,"DIGOXINA 0,25MG COM","DIGOXINA 0,25MG COM","No esencial","",""
10000145,"DILTIAZEN 60MG COM","DILTIAZEN 60MG COM","No esencial","",""
10000146,"DIOSMINA 600MG COM","DIOSMINA 600MG COM","No esencial","",""
10000147,"DIPIRONA 1G/2ML INY","DIPIRONA 1G/2ML INY","No esencial","",""
10000148,"DIPIRONA 500MG SUP","DIPIRONA 500MG SUP","No esencial","",""
10000149,"DIPIRONA 500MG COM","DIPIRONA 500MG COM","No esencial","",""
10000150,"DIPIRONA 500MG/ML GOT","DIPIRONA 500MG/ML GOT","No esencial","",""
10000151,"DIVALPROATO DE SODIO 500MG COM","DIVALPROATO DE SODIO 500MG COM","No esencial","",""
10000152,"DOBUTAMINA 250MG INY","DOBUTAMINA 250MG INY","No esencial","",""
10000153,"DOCETAXEL TRIHIDRATO 20MG INY","DOCETAXEL TRIHIDRATO 20MG INY","No esencial","",""
10000154,"DOCETAXEL TRIHIDRATO 80MG INY","DOCETAXEL TRIHIDRATO 80MG INY","No esencial","",""
10000155,"DOMPERIDONA 10MG INY","DOMPERIDONA 10MG INY","No esencial","",""
10000156,"DOMPERIDONA 10MG/ML SOL/SUSP ORAL","DOMPERIDONA 10MG/ML SOL/SUSP ORAL","No esencial","",""
10000157,"DOMPERIDONA 10MG COM","DOMPERIDONA 10MG COM","No esencial","",""
10000158,"DONEPECILO 10MG COM","DONEPECILO 10MG COM","No esencial","",""
10000159,"DOPAMINA 200MG INY","DOPAMINA 200MG INY","Esencial","dopamina","Dopamina"
10000160,"DORZOLAMIDA + TIMOLOL 2%+0,50% COL","DORZOLAMIDA + TIMOLOL 2%+0,50% COL","No esencial","",""
10000161,"DOXICICLINA 100MG COM","DOXICICLINA 100MG COM","No esencial","",""
10000162,"DOXORRUBICINA (ADRIAMICINA) 10MG INY","DOXORRUBICINA (ADRIAMICINA) 10MG INY","No esencial","",""
10000163,"DOXORRUBICINA (ADRIAMICINA) 50MG INY","DOXORRUBICINA (ADRIAMICINA) 50MG INY","No esencial","",""
10000164,"EFEDRINA SULFATO 50-60MG/ML INY","EFEDRINA SULFATO 50-60MG/ML INY","No esencial","",""
10000165,"ENALAPRIL 20MG COM","ENALAPRIL 20MG COM","Esencial","enalapril","Enalapril"
10000166,"ENALAPRIL 2,5MG/2ML INY","ENALAPRIL 2,5MG/2ML INY","Esencial","enalapril","Enalapril"
10000167,"ENANT PROG+VALERAT ESTRAD 200+4MG INY","ENANT PROG+VALERAT ESTRAD 200+4MG INY","No esencial","",""
10000168,"ERGONOVINA/METILERGONOVINA 0,2MG/ML INY","ERGONOVINA/METILERGONOVINA 0,2MG/ML INY","No esencial","",""
10000169,"ERGOT+CAFEINA+PARACETAMOL(1+50+500)MGCOM","ERGOT+CAFEINA+PARACETAMOL(1+50+500)MGCOM","Esencial","paracetamol","Paracetamol"
10000170,"ERLOTINIB 150MG COM","ERLOTINIB 150MG COM","No esencial","",""
10000171,"ERITROPOYETINA 4000UI INY JPR","ERITROPOYETINA 4000UI INY JPR","No esencial","",""
10000172,"ERITROPOYETINA 10000UI INY JPR","ERITROPOYETINA 10000UI INY JPR","No esencial","",""
10000173,"ERTAPENEM 1G INY","ERTAPENEM 1G INY","No esencial","",""
10000174,"ESPIRONOLACTONA 100MG COM","ESPIRONOLACTONA 100MG COM","No esencial","",""
10000175,"ESTRADIOL 0,06% GEL","ESTRADIOL 0,06% GEL","No esencial","",""
10000176,"ESTRADIOL+NORETISTOSTERONA 5+50MG INY","ESTRADIOL+NORETISTOSTERONA 5+50MG INY","No esencial","",""
10000177,"ESTREPTOQUINASA 1500000UI INY","ESTREPTOQUINASA 1500000UI INY","No esencial","",""
10000178,"ESTRIOL 0,5MG OVU","ESTRIOL 0,5MG OVU","No esencial","",""
10000179,"ETAMSILATO 250MG INY","ETAMSILATO 250MG INY","No esencial","",""
10000180,"ETANERCEPT 50MG INY","ETANERCEPT 50MG INY","No esencial","",""
10000181,"ETILEFRINA 10MG/ML INY","ETILEFRINA 10MG/ML INY","No esencial","",""
10000182,"ESTRADIOL+LEVONORGESTREL 30+150 MCG COM","ESTRADIOL+LEVONORGESTREL 30+150 MCG COM","No esencial","",""
10000183,"ESTRADIOL+NORESTISTOSTERONA0,01MG/2MGCOM","ESTRADIOL+NORESTISTOSTERONA0,01MG/2MGCOM","No esencial","",""
10000184,"ETOPOSIDE 100MG/5ML INY","ETOPOSIDE 100MG/5ML INY","No esencial","",""
10000185,"EVEROLIMUS 5MG COM","EVEROLIMUS 5MG COM","No esencial","",""
10000186,"EXPECT/MUCOLT 30MG-8MG/5ML JBE","EXPECT/MUCOLT 30MG-8MG/5ML JBE","No esencial","",""
10000187,"EXPECT/MUCOLT 15MG-4MG/5ML JBE","EXPECT/MUCOLT 15MG-4MG/5ML JBE","No esencial","",""
10000188,"FACTOR IX LIOFILIZADO 500/1000UI INY","FACTOR IX LIOFILIZADO 500/1000UI INY","No esencial","",""
10000189,"FACT VIII LIOF PLASMÁTICO 1000UI INY","FACT VIII LIOF PLASMATICO 1000UI INY","No esencial","",""
10000190,"FACT VIII RECOM FLA OCTOCOG 1000UI INY","FACT VIII RECOM FLA OCTOCOG 1000UI INY","No esencial","",""
10000191,"FACT VIII RECOM FLA SIMOCTOCOG1000UI INY","FACT VIII RECOM FLA SIMOCTOCOG1000UI INY","No esencial","",""
10000192,"FACT VII RECOM FLA EPTACOG 100000UI INY","FACT VII RECOM FLA EPTACOG 100000UI INY","No esencial","",""
10000193,"FENAZOPIRIDINA 200MG COM","FENAZOPIRIDINA 200MG COM","No esencial","",""
10000194,"FENOBARBITAL 0,015G COM","FENOBARBITAL 0,015G COM","No esencial","",""
10000195,"FENOBARBITAL 0,10G COM","FENOBARBITAL 0,10G COM","No esencial","",""
10000196,"FENTANILO 0,1MG INY","FENTANILO 0,1MG INY","No esencial","",""
10000197,"FENTANILO 0,050MG/H PARCHE","FENTANILO 0,050MG/H PARCHE","No esencial","",""
10000198,"FENTANILO 0,025MG/H PARCHE","FENTANILO 0,025MG/H PARCHE","No esencial","",""
10000199,"FILGRASTIM 30000000UI/ML INY","FILGRASTIM 30000000UI/ML INY","No esencial","",""
10000200,"FLUCONAZOL 100MG CAP/COM","FLUCONAZOL 100MG CAP/COM","No esencial","",""
10000201,"FLUCONAZOL 200MG INY","FLUCONAZOL 200MG INY","No esencial","",""
10000202,"FLUDARABINA 50MG INY","FLUDARABINA 50MG INY","No esencial","",""
10000203,"FLUDARABINA 10MG COM","FLUDARABINA 10MG COM","No esencial","",""
10000204,"FLUMAZENIL 0,5MG/5ML INY","FLUMAZENIL 0,5MG/5ML INY","No esencial","",""
10000205,"FLUORURACILO 500MG INY","FLUORURACILO 500MG INY","No esencial","",""
10000206,"FLUOXETINA 20MG CAP/COM","FLUOXETINA 20MG CAP/COM","No esencial","",""
10000207,"FLUTICASONA PROP 50MCG/DOSIS SPRAY NASAL","FLUTICASONA PROP 50MCG/DOSIS SPRAY NASAL","No esencial","",""
10000208,"FOSF MONO Y DISOD 48-18G/100ML SOL ORAL","FOSF MONO Y DISOD 48-18G/100ML SOL ORAL","No esencial","",""
10000209,"FUROSEMIDA 10MG/ML INY","FUROSEMIDA 10MG/ML INY","Esencial","furosemida","Furosemida"
10000210,"FUROSEMIDA 40MG COM","FUROSEMIDA 40MG COM","Esencial","furosemida","Furosemida"
10000211,"GALANTAMINA 8MG CAP","GALANTAMINA 8MG CAP","No esencial","",""
10000212,"GAMMA GLOBULINA HUM ANTITET 250UI INY","GAMMA GLOBULINA HUM ANTITET 250UI INY","No esencial","",""
10000213,"GANCYCLOVIR 500MG INY","GANCYCLOVIR 500MG INY","No esencial","",""
10000214,"GEMCITABINA 200MG INY","GEMCITABINA 200MG INY","No esencial","",""
10000215,"GEMCITABINA 1G INY","GEMCITABINA 1G INY","No esencial","",""
10000216,"GENTAMICINA 80MG INY","GENTAMICINA 80MG INY","No esencial","",""
10000217,"GENTAMICINA 0,1% CREM","GENTAMICINA 0,1% CREM","No esencial","",""
